IBLOCK_ID;NAME;CODE;XML_ID;SECTION_XML_ID;SORT;ARTICLE;BASE_UNIT;OBEMJASCHIKA;VODNOMMESTE;MESTSHTUK;KOLICHESTVOZALPOV;KALIBR;VREMJARABOTY;BREND;SHTRIHKODSAJT;KOLVOOPT;VYSOTAPOLETA;POLNNAIMENOVANIESAJT;DETAIL_TEXT;RASPRODAZHA;NOVINKA;KOLICHESTVOVPERVOMRAZRJADE;KOLICHESTVOVOVTOROMRAZRJADE;NAIMENOVANIEPERVOGORAZRJADA;NAIMENOVANIEVTOROGORAZRJADA;KOLICHESTVOVTRETEMRAZRJADE;NAIMENOVANIETRETEGORAZRJADA;MINIMALNAJATORGEDINICAVOPTENAIMENOVANIE;MINIMALNAJATORGEDINICAVROZNICENAIMENOVANIE;VESMINTORG;OBEMMINTORG;HITPRODAZH;NEOTOBRAZHATNASAJTE;SHIRINASAJTROZNICA;VYSOTASAJTROZNICA;DLINASAJTROZNICA;SHIRINASAJTROZNICANAIMENOVANIE;VYSOTASAJTROZNICANAIMENOVANIE;DLINASAJTROZNICANAIMENOVANIE;DIAMETRSAJTROZNICANAIMENOVANIE;TOLSCHINASAJTROZNICA;TOLSCHINASAJTROZNICANAIMENOVANIE;ROZNICHNYJVES;ROZNICHNYJOBEM;NAIMENOVANIEVES;NAIMENOVANIEOBEM;DIAMETRSAJTROZNICA;ROZNICAAKCIJA;NOVINKIROZNICA;HITYPRODAZHROZNICA;SHIRINASAJTOPT;VYSOTASAJTOPT;DLINASAJTOPT;SHIRINASAJTOPTNAIMENOVANIE;VYSOTASAJTOPTNAIMENOVANIE;DLINASAJTOPTNAIMENOVANIE;TOLSCHINASAJTOPT;TOLSCHINASAJTOPTNAIMENOVANIE;OPTVES;OPTOBEM;NAIMENOVANIEVESOPT;NAIMENOVANIEOBEMOPT;DIAMETRSAJTOPT;DIAMETRSAJTOPTNAIMENOVANIE;PROCENTSKIDKI;PROF
B658816D-ECD0-44A2-AC83-AFB566EEA983;Дон Кихот (1,25"х19) 1/6/1;don_kihot__125h19__161;В8195;Р8632;В8195;А7223---;796;0.0586;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Дорога в облака (1х50) 1/4/1;doroga_v_oblaka__1h50__141;Р8134;Р8180;Р8134;Р8824;796;0.042;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Дракон (0,8"х25) 1/18/1;drakon__08h25__1181;СР9559;Р8632;СР9559;А7048---;796;0.046;0;0;25;0.8;35;Легенда;4650099542774;0;17;Батарея салютов Дракон;Красные звезды раскрываются красными пионами в серебряном мерцании, зеленые звезды раскрываются зелеными пионами, золотые звезды раскрываются золотыми хризантемами и серебряными коронами, переходящими в трещащее мерцание, в финале одновременный залп нескольких зарядов раскрывается эффектом тысячи хризантем.;1;0;1;1;штука;упаковка;18;коробка;штука;штука;1.06;0.0026;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Дракон (0,8"х25) 1/18/1;drakon__08h25__1181;Т7048;СР99676;Т7048;А7048;796;0.046;0;0;25;0.8;35;Легенда;4650099542774;900;17;Батарея салютов Дракон;Красные звезды раскрываются красными пионами в серебряном мерцании, зеленые звезды раскрываются зелеными пионами, золотые звезды раскрываются золотыми хризантемами и серебряными коронами, переходящими в трещащее мерцание, в финале одновременный залп нескольких зарядов раскрывается эффектом тысячи хризантем.;0;0;1;1;штука;упаковка;18;коробка;штука;штука;1.06;0.0026;0;1;12.2;12;12.2;см;см;см;;0;;1060;0.001786;гр;м3;0;0;0;0;12.2;12;12.2;см;см;см;0;;1060;0.001786;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Дрожь земли 1/50/10;drozh_zemli_15010;СР8630;СР8629;СР8630;А4010---;796;0.061;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Дух пустыни (1,25"х13) 1/10/1;duh_pustyni__125h13__1101;В7891;Р8632;В7891;А7130---;796;0.052;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Дюймовочка (1"х18) 1/8/1;djujmovochka__1h18__181;В0347;Р8632;В0347;А7031---;796;0.04;0;0;63;1;70;Легенда;4650099542026;0;25;Батарея салютов Посиделки у ёлки;Красные звезды раскрываются красно-серебряным мерцанием, зеленые кометы раскрываются золотыми коронами в зеленых пионах, золотые кометы раскрываются сине-зелеными пионами, зеленые волны, переходящие в серебряное трещащее мерцание, золотые кометы раскрываются зелеными волнами в красном мерцании, золотые кометы раскрываются золотыми мерцающими хризантемами с синими жемчужинами, серебряные кометы раскрываются мерцающими трещащими коронами в красном мерцании, переходящими в эффект 1000 хризантем.;1;0;1;1;штука;упаковка;14;коробка;штука;штука;5.15;0.0118;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Евро (1"х20) 1/12/1;evro__1h20__1121;СР8785;Р8632;СР8785;А7045---;796;0.0436;0;0;20;1;35;Легенда;4650099542170;0;25;Батарея салютов Евро;Синие звезды раскрываются золотыми ивами в зеленом мерцании, золотые кометы раскрываются золотыми ивами в синих жемчужинах, в финале одновременный залп золотых трещащих комет раскрывается золотыми ивами с пестиком трещащего мерцания.;0;0;1;1;штука;упаковка;12;коробка;штука;штука;1.47;0.0032;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Евро (1"х20) 1/12/1;evro__1h20__1121;Т7045;СР99676;Т7045;А7045;796;0.038;0;0;20;1;35;Легенда;4650099542170;1150;25;Батарея салютов Евро;Синие звезды раскрываются золотыми ивами в зеленом мерцании, золотые кометы раскрываются золотыми ивами в синих жемчужинах, в финале одновременный залп золотых трещащих комет раскрывается золотыми ивами с пестиком трещащего мерцания.;0;0;1;1;штука;упаковка;12;коробка;штука;штука;1.47;0.0032;0;1;12.5;15;15.5;см;см;см;;0;;1470;0.002906;гр;м3;0;0;0;0;12.5;15;15.5;см;см;см;0;;1470;0.002906;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Европа  (0.8"х49) 1/12/1;evropa___0.8h49__1121;Т456;СР99092;Т456;VH080-49-02;796;0.048;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Ежик в тумане 1/36/1;ezhik_v_tumane_1361;186189;СР8629;186189;А4120---;796;0.057;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Ежик в тумане 1/36/1;ezhik_v_tumane_1361;СР99798;СР99789;СР99798;А4120;796;0.067;36;0;1;0;60;Легенда;4650099540695;1;2;Фонтан Ежик в тумане;Поток белых искристых звезд с зелеными и красными жемчужинами, трещащие разрывающиеся серебряные вспышки с красными и синими звездами, трещащие разрывающиеся золотые вспышки с красными цветами.;0;0;1;1;штука;упаковка;36;коробка;штука;штука;0.54;0.0019;1;1;0;20;0;;см;см;см;0;;492;0.004539;гр;м3;8.5;0;0;1;0;0;20;;;см;0;;492;0.004539;;м3;8.5;см;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка дек. с инеем  син укр на подс АВ3324-24А 1/38;elka_dek._s_ineem__sin_ukr_na_pods_av332424a_138;Р9214;5;Р9214;36/82344;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка дек. с фиол сере укр в корзи  АВ10А0052 1/144;elka_dek._s_fiol_sere_ukr_v_korzi__av10a0052_1144;178;5;178;36/96281;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка дек. хвоя зел зол с  зол и краTVR5517-14 1/72;elka_dek._hvoja_zel_zol_s__zol_i_kratvr551714_172;Р9216;5;Р9216;36/82317;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка декор. 30см с золот. и кр. украшениями 1/96/1;elka_dekor._30sm_s_zolot._i_kr._ukrashenijami_1961;СР9043;5;СР9043;TVR-5512-12;796;0;0;0;0;0;0;Лапландия;0;0;0;Искусственная елка с шишками<br/> 30 см;Искусственная елка с шишками прекрасно подходит для украшения новогоднего интерьера. Искусственная елка изготовлена из безопасных и экологических чистых материалов. Елка украшена: натуральными шишками, новогодними игрушками, дождиком. Размеры: 30 см х 13 см.;0;0;1;1;штука;штука;1;штука;штука;;0;0;0;1;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;30;0;;см;;0;;0;0;;;13;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка декор. 40см с кр. и золотыми украш. 1/60/1;elka_dekor._40sm_s_kr._i_zolotymi_ukrash._1601;СР9045;5;СР9045;CT-82321/16;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка декор. 40см с красными украшениями 1/60/1;elka_dekor._40sm_s_krasnymi_ukrashenijami_1601;СР9042;5;СР9042;CT-0716/5;796;0;0;0;0;0;0;Лапландия;0;0;0;Искусственная елка с красными украшениями<br/> 40 см;Искусственная елка с красными украшениями прекрасно подходит для украшения новогоднего интерьера. Искусственная елка изготовлена из безопасных и экологических чистых материалов. Елка украшена: новогодними игрушками, украшениями, дождиком и натуральными шишками. Размеры: 40 см х 20 см;0;0;1;1;штука;штука;1;штука;штука;;0;0;0;1;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;40;0;;см;;0;;0;0;;;20;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка декор. 50см  1/36/1;elka_dekor._50sm__1361;СР9041;5;СР9041;TVR226154/20;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка декор. с зол  украш в  корз TVR5552-24 1/24;elka_dekor._s_zol__ukrash_v__korz_tvr555224_124;Р9213;5;Р9213;36/82345;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка декор. с зол  украш в подст корз TVR226153/16;elka_dekor._s_zol__ukrash_v_podst_korz_tvr22615316;Р8473;5;Р8473;36/32380;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка декор. с зол и кра колокол TVR 226154/20;elka_dekor._s_zol_i_kra_kolokol_tvr_22615420;Р8471;5;Р8471;36/32389;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка декор. с зол и кра украшениями TVR235097/12;elka_dekor._s_zol_i_kra_ukrashenijami_tvr23509712;17850;5;17850;36/55518;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка декор. с инеем гол и сере  украш АВ-3051-18А3;elka_dekor._s_ineem_gol_i_sere__ukrash_av305118a3;Р8475;5;Р8475;36/55495;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка декор. с инеем и синими  украш  TVR84022/12;elka_dekor._s_ineem_i_sinimi__ukrash__tvr8402212;1785;5;1785;36/55492;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка декор.30см  с золот. и кр. украшениями 1/96/1;elka_dekor.30sm__s_zolot._i_kr._ukrashenijami_1961;СР9044;5;СР9044;TVR235094/12;796;0;0;0;0;0;0;Лапландия;0;0;0;Искусственная елка с декором<br/> 30 см;Искусственная елка с декором прекрасно подходит для украшения новогоднего интерьера. Искусственная елка изготовлена из безопасных и экологических чистых материалов. Елка украшена: новогодними игрушками, украшениями, золотым дождиком и натуральными шишками. Размеры: 30 см х 13 см.;0;0;1;1;штука;штука;1;штука;штука;;0;0;0;1;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;30;0;;см;;0;;0;0;;;13;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка с фибро - оптич волок и зв 120 см ВОТ0248-002;elka_s_fibro__optich_volok_i_zv_120_sm_vot0248002;Р9217;5;Р9217;36/55630;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Елка с фибро - оптич волок и зв 90 см JS - 18402D;elka_s_fibro__optich_volok_i_zv_90_sm_js__18402d;Р8489;5;Р8489;36/83357;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Ель "Исландская"155  см 788615 белоснежная;el_islandskaja155__sm_788615_belosnezhnaja;СР8911;5;СР8911;36/111;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Ель "Исландская"185 см 788616белоснежная;el_islandskaja185_sm_788616belosnezhnaja;СР8915;5;СР8915;36/115;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Ель "Исландская"215 см 788617 белоснежная;el_islandskaja215_sm_788617_belosnezhnaja;СР8914;5;СР8914;36/114;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Ель "Оксфорд"155  см 788435;el_oksford155__sm_788435;СР8912;5;СР8912;36/112;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Ель "Оксфорд"185  см 788436;el_oksford185__sm_788436;СР8913;5;СР8913;36/113;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Ель 0,46 м темно - зеленая НО -1801 -18;el_046_m_temno__zelenaja_no_1801_18;0021;5;0021;36/035;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
