IBLOCK_ID;NAME;CODE;XML_ID;SECTION_XML_ID;SORT;ARTICLE;BASE_UNIT;OBEMJASCHIKA;VODNOMMESTE;MESTSHTUK;KOLICHESTVOZALPOV;KALIBR;VREMJARABOTY;BREND;SHTRIHKODSAJT;KOLVOOPT;VYSOTAPOLETA;POLNNAIMENOVANIESAJT;DETAIL_TEXT;RASPRODAZHA;NOVINKA;KOLICHESTVOVPERVOMRAZRJADE;KOLICHESTVOVOVTOROMRAZRJADE;NAIMENOVANIEPERVOGORAZRJADA;NAIMENOVANIEVTOROGORAZRJADA;KOLICHESTVOVTRETEMRAZRJADE;NAIMENOVANIETRETEGORAZRJADA;MINIMALNAJATORGEDINICAVOPTENAIMENOVANIE;MINIMALNAJATORGEDINICAVROZNICENAIMENOVANIE;VESMINTORG;OBEMMINTORG;HITPRODAZH;NEOTOBRAZHATNASAJTE;SHIRINASAJTROZNICA;VYSOTASAJTROZNICA;DLINASAJTROZNICA;SHIRINASAJTROZNICANAIMENOVANIE;VYSOTASAJTROZNICANAIMENOVANIE;DLINASAJTROZNICANAIMENOVANIE;DIAMETRSAJTROZNICANAIMENOVANIE;TOLSCHINASAJTROZNICA;TOLSCHINASAJTROZNICANAIMENOVANIE;ROZNICHNYJVES;ROZNICHNYJOBEM;NAIMENOVANIEVES;NAIMENOVANIEOBEM;DIAMETRSAJTROZNICA;ROZNICAAKCIJA;NOVINKIROZNICA;HITYPRODAZHROZNICA;SHIRINASAJTOPT;VYSOTASAJTOPT;DLINASAJTOPT;SHIRINASAJTOPTNAIMENOVANIE;VYSOTASAJTOPTNAIMENOVANIE;DLINASAJTOPTNAIMENOVANIE;TOLSCHINASAJTOPT;TOLSCHINASAJTOPTNAIMENOVANIE;OPTVES;OPTOBEM;NAIMENOVANIEVESOPT;NAIMENOVANIEOBEMOPT;DIAMETRSAJTOPT;DIAMETRSAJTOPTNAIMENOVANIE;PROCENTSKIDKI;PROF
B658816D-ECD0-44A2-AC83-AFB566EEA983;С Новым годом! 30 (0,4"х30) 1/36/12;s_novym_godom_30__04h30__13612;СР8644;СР8643;СР8644;А5026---;796;0.039;0;0;30;0.4;40;Легенда;4650099540770;0;7;Римская свеча С Новым годом! 30;Красные и зеленые звезды взлетают со шлейфом золотых искр.;0;0;1;12;штука;упаковка;36;коробка;упаковка;штука;0.48;0.0011;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;С Рождеством (1,25"х25) 1/4/1;s_rozhdestvom__125h25__141;182072;Р8632;182072;А7302---;796;0.046;0;0;25;1.25;41;Легенда;4650099542903;0;30;Батарея салютов С Рождеством;Разноцветные звезды раскрываются золотыми кокосами в синих, зеленых и красных пионах. В финале залп нескольких зарядов.;0;0;1;1;штука;упаковка;4;коробка;штука;штука;3.58;0.0095;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;С Рождеством (1,25"х25) 1/4/1;s_rozhdestvom__125h25__141;Т7302;СР99676;Т7302;А7302;796;0.037;0;0;25;1.25;41;Легенда;4650099542903;2200;30;Батарея салютов С Рождеством;Разноцветные звезды раскрываются золотыми кокосами в синих, зеленых и красных пионах. В финале залп нескольких зарядов.;0;0;1;1;штука;упаковка;4;коробка;штука;штука;3.58;0.0095;0;1;17.5;22.5;17.5;см;см;см;;0;;3580;0.006891;гр;м3;0;0;0;0;17.5;22.5;17.5;см;см;см;0;;3580;0.006891;г;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;СHIK 2-5V Гроздь винограда;shik_25v_grozd_vinograda;Р9299;В0146;Р9299;57/077;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Садко (0,8х16)   1/18/1;sadko__08h16____1181;СР96350;СР8733;СР96350;D7162;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Сады Семирамиды (1,25"х19) 1/6/1;sady_semiramidy__125h19__161;В8191;Р8632;В8191;А7219---;796;0.0586;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Сакура (0,8"х5) 1/36/4;sakura__08h5__1364;Т375;СР9243;Т375;М5010;796;0.048;0;0;5;0.8;20;Галактика;4650099542538;480;20;Римская свеча Сакура;Красные кокосы, раскрываются эффектом тысячи хризантем, серебряные кокосы с золотым мерцанием и синими жемчужинами.;0;0;1;4;штука;упаковка;36;коробка;упаковка;упаковка;0.57;0.0013;1;1;9.5;0;47;см;0;см;;2.5;см;538;0.001116;гр;м3;0;0;0;1;0;9.5;47;;см;см;2.5;см;538;0.001116;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Салют "7 залпов" 1/20/1;saljut_7_zalpov_1201;СР99049;Р8467;СР99049;С944;796;0.087;0;0;1;0;0;Авангард;0;0;0;Салют "7 залпов";;0;0;0;0;;;0;;;;0.29;0.0006;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Салют "Фартовый" (1"х16) 1/12/1;saljut_fartovyj__1h16__1121;321657;Р8467;321657;С978;796;0;0;0;16;1;20;Авангард;0;0;25;Батарея салютов "Фартовый";;0;0;1;1;штука;упаковка;12;коробка;штука;штука;1.63;0.0062;0;1;0;0;0;;;;;0;;1.63;0;кг;;0;0;0;0;0;0;0;;;;0;;1.63;0;кг;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Салют (1,25"х16) 1/8/1;saljut__125h16__181;СР8820;Р8632;СР8820;А7160---;796;0.0478;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Салют-фонтан "Снежная королева" (1"х12) 1/12/1;saljutfontan_snezhnaja_koroleva__1h12__1121;321654;Р8467;321654;С982;796;0;0;0;12;1;0;Авангард;0;0;25;Батарея салютов с фонтаном  "Снежная королева";;0;0;1;1;штука;упаковка;12;коробка;штука;штука;1.41;0.0062;0;1;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
