STORE_ID;OFFER_ID;QUANTITY
00001;гв000188;0
00001;гв000186;0
00001;гв000187;0
00001;гв000189;0
00001;гв000190;0
00001;Т8198;0
00001;182068*1;0
00001;ба99715;211
00006;ба99715;126
00001;ба8670;0
00001;ба9582;0
00001;ба99681;58
00006;ба99681;27
00001;а8511;0
00001;а8512;0
00001;а8513;0
00001;ба8789;0
00001;ба8840;0
00001;ба96548;0
00001;ба9225;0
00001;ба97688;0
00001;ба99526;0
00001;Т0345;0
00001;ба8791;0
00001;ба99663;190
00006;ба99663;196
00001;ба96366;0
00001;ба9248;0
00001;ба9277;0
00001;ба9223;0
00001;ба99773;260
00006;ба99773;336
00001;182072*1;0
00001;в356;521
00006;в356;408
00001;ба9204;0
00001;ба96351;0
00001;в355;383
00006;в355;696
00001;01524;0
00001;182046*1;0
00001;182046**;0
00001;182046*;0
00001;182046;0
00001;гв000191;0
00001;гв000192;0
00001;гв000193;0
00001;гв000194;0
00001;гв000195;0
00001;ба99532;0
00001;01120;0
00001;ба99163;0
00001;Т0337;0
00001;в7016;462
00006;в7016;96
00001;ба8664;0
00001;ба99665;81
00006;ба99665;68
00001;8101;0
00001;ба9203;0
00001;ба99820;0
00006;ба99820;0
00001;65452454;1393
00006;65452454;930
00001;8205;0
00001;ба8831;0
00001;ба99107;0
00001;Т8732;0
00001;ба8824;0
00001;182060;0
00001;в357;162
00006;в357;70
00001;ба8829;0
00001;ба96355;0
00001;ба99661;998
00006;ба99661;640
00001;ба99669;93
00006;ба99669;214
00001;ба99103;0
00001;ба99557;0
00001;ба8841;0
00001;ба99684;32
00006;ба99684;9
00001;ба8809;0
00001;ба99779;232
00006;ба99779;32
00001;ба99051;0
00001;Т8199;0
00001;ба99756;113
00006;ба99756;0
00001;ба97184;0
00001;ба97690;0
00001;ба99809;0
00001;ба97689;0
00001;182068*2;0
00001;ба99714;91
00006;ба99714;26
00001;182047;0
00001;ба8645;0
00001;ба99811;18916
00006;ба99811;23619
00001;ба99810;8944
00006;ба99810;23763
00001;ба8644;0
00001;182072;0
00001;в7302;161
00006;в7302;32
00001;а9299;0
00001;ба96350;0
00001;Т8191;0
00001;в375;5752
00006;в375;30385
00001;ба99049;0
00001;321657;0
00001;ба8820;0
00001;321654;0
00001;ба99815;656
00006;ба99815;0
00001;гв000024;5028
00006;гв000024;2881
00001;ба9194;0
00001;ба9214;0
00001;ба99760;362
00006;ба99760;456
00001;ба99564;0
00001;ба8615;0
00001;ба98886;0
00001;в07;0
00001;54855;0
00006;54855;0
00001;ба96643;606
00006;ба96643;0
00001;ба98883;901
00006;ба98883;0
00001;ба96251;649
00006;ба96251;0
00001;ба96641;0
00006;ба96641;0
00001;ба96640;0
00001;ба9073;434
00006;ба9073;0
00001;ба8622;0
00001;ба99736;2160
00006;ба99736;2801
00001;а8133;0
00001;ба97185;0
00001;ба99749;121
00006;ба99749;168
00001;гв000055;630
00001;гв000053;1476
00001;гв000054;719
00001;ба9511;0
00001;000250;0
00001;182050;0
00001;ба9516;6000
00001;ба9515;6150
00001;ба9512;6300
00001;а8167;0
00001;ба96638;0
00001;а8170;0
00001;Т0239;0
00001;а8169;0
00001;гв000056;146
00001;гв000051;0
00001;гв000052;0
00001;000956;600
00001;54165464;2544
00001;гв000045;0
00001;гв000044;0
00001;гв000043;0
00001;гв000046;0
00001;гв000047;0
00001;гв000048;179
00001;гв000057;0
00001;гв000058;0
00001;182043;0
00001;ба96639;0
00001;190485;0
00001;а8166;0
00001;0000543;0
00001;гв000049;0
00001;гв000050;0
00001;01705;0
00001;гв000180;4264
00006;гв000180;2080
00001;ба97687;0
00001;ба99677;0
00006;ба99677;0
00001;ба8855;0
00001;ба99679;160
00006;ба99679;0
00001;гв000181;20516
00006;гв000181;48960
00001;ба99585;0
00001;ба99739;291
00006;ба99739;112
00001;ба97693;0
00001;ба8667;0
00001;ба8843;0
00001;ба99102;0
00001;ба96342;0
00001;ба8633;0
00001;ба99797;495
00006;ба99797;324
00001;000404;1561
00006;000404;2400
00001;ба9362;0
00001;ба99164;0
00001;ба8661;0
00001;ба9564;0
00001;ба8848;0
00001;в352;512
00006;в352;1120
00001;ба8796;0
00001;ба96359;0
00001;ба8770;0
00001;в7011;607
00006;в7011;3720
00001;а8299;0
00001;а8298;0
00001;а8300;0
00001;Т0164;0
00001;Т0165;0
00001;а8305;0
00001;Т0166;0
00001;Т0167;0
00001;00000038;0
00001;Т0147;0
00001;ба8776;0
00001;ба99775;103
00006;ба99775;0
00001;ба99656;345
00006;ба99656;768
00001;186179;0
00001;ба97187;0
00001;190457;0
00001;182068;0
00001;ба99710;152
00006;ба99710;264
00001;ба99658;294
00006;ба99658;244
00001;ба8845;0
00001;ба9215;0
00001;ба99696;71
00006;ба99696;7
00001;182068*;0
00001;ба99719;1
00006;ба99719;0
00001;Т0148;0
00001;Т0149;0
00001;Т0150;0
00001;Т0151;0
00001;а9298;0
00001;а9297;0
00001;Т0152;0
00001;Т0153;0
00001;Т0154;0
00001;Т0155;0
00001;Т0156;0
00001;Т0157;0
00001;Т0158;0
00001;а8301;0
00001;а8302;0
00001;Т0159;0
00001;а8303;0
00001;Т0160;0
00001;Т0161;0
00001;Т0162;0
00001;а8304;0
00001;Т0163;0
00001;а8633;0
00001;Т8141;0
00001;182070*2;0
00001;Т8200;0
00001;Т8954;0
00001;Т8137;0
00001;Т8297;0
00001;ба9602;0
00001;ба99536;0
00001;182072**;0
00001;ба99735;0
00006;ба99735;0
00001;Т8139;0
00001;Т8858;0
00001;Т8572;0
00001;ба99089;0
00006;ба99089;0
00001;Т8588;0
00001;ба99717;19
00006;ба99717;0
00001;182068**;0
00001;ба99559;0
00001;182040;0
00001;ба9578;0
00001;ба99720;180
00006;ба99720;12
00001;ба99662;191
00006;ба99662;256
00001;ба99731;54
00006;ба99731;0
00001;ба97186;0
00001;ба96360;0
00001;Т8598;0
00001;ба9601;0
00001;ба99688;3
00006;ба99688;0
00001;ба8723;0
00001;ба9185;0
00001;ба99733;5802
00006;ба99733;11373
00001;ба8627;0
00001;ба8617;0
00001;ба9579;0
00001;ба99706;0
00006;ба99706;0
00001;ба9574;0
00001;00000089;0
00001;Т0331;0
00001;ба99787;0
00006;ба99787;0
00001;гв000025;447
00006;гв000025;2088
00001;ба99762;393
00006;ба99762;60
00001;ба9547;0
00001;в349;122
00006;в349;316
00001;Т8604;0
00001;ба9604;0
00001;ба99581;0
00001;ба8626;0
00001;ба99752;7206
00006;ба99752;4321
00001;ба9178;0
00001;ба99755;9678
00006;ба99755;18720
00001;186187;0
00001;в348;127
00006;в348;188
00001;ба8769;0
00001;182068*3;0
00001;ба99542;0
00001;ба9557;0
00001;ба9558;0
00001;в360;406
00006;в360;528
00001;ба9180;0
00001;в2031;17928
00006;в2031;2880
00001;ба9192;0
00001;186168;0
00001;ба99780;819
00006;ба99780;432
00001;ба9189;0
00001;ба99742;940
00006;ба99742;1823
00001;ба8703;0
00001;182064*;0
00001;ба99695;85
00006;ба99695;18
00001;ба99053;0
00001;524658;0
00001;ба99574;0
00001;ба8783;0
00001;ба8917;0
00001;ба8918;0
00001;ба96333;0
00001;Т8145;0
00001;ба99160;0
00001;Т8162;0
00001;ба99535;0
00001;ба99095;0
00006;ба99095;0
00001;ба9563;0
00001;ба8659;0
00001;ба8624;0
00001;ба99745;48444
00006;ба99745;0
00001;ба97703;0
00001;ба99753;255
00006;ба99753;520
00001;186170;0
00001;ба99776;725
00006;ба99776;912
00001;Т8452;0
00001;а8131;0
00001;ба8608;0
00001;ба97685;0
00001;а8530;0
00001;182044*1;0
00001;182044**;0
00001;182044*;0
00001;182044;0
00001;ба9367;0
00001;ба9366;0
00001;ба9364;0
00001;ба9363;0
00001;ба9365;0
00001;ба99546;0
00001;ба97702;0
00001;ба99757;364
00006;ба99757;544
00001;ба96541;0
00001;Т8448;0
00001;ба9200;0
00001;ба96551;0
00001;ба9560;0
00001;174262;0
00001;ба99730;255
00006;ба99730;132
00001;ба97695;0
00001;ба9236;0
00001;ба99565;0
00001;ба96367;0
00001;CP99121;0
00001;ба99106;0
00001;ба99052;0
00001;ба99050;0
00001;гв000059;0
00001;13548545;0
00001;в4190;14770
00006;в4190;10800
00001;ба97684;0
00001;ба9613;0
00001;ба97699;0
00001;ба99784;628
00006;ба99784;984
00001;Т9057;0
00001;182042;0
00001;ба99795;1686
00006;ба99795;8880
00001;ба8817;0
00001;ба99657;508
00006;ба99657;24
00001;182065;0
00001;ба99763;455
00006;ба99763;300
00001;в15;0
00001;ба8856;0
00001;ба99705;10680
00006;ба99705;66798
00001;163458;0
00001;00000251;0
00001;в985410;484
00001;21654;0
00001;00000255;0
00001;182048;0
00001;а8433;0
00001;а8438;0
00001;а8436;0
00001;а8437;0
00001;а8441;0
00001;а8434;0
00001;а8435;0
00001;00000269;0
00001;00000270;12
00001;00000272;0
00001;00000263;0
00001;ба9072;12
00001;00000274;0
00001;00000275;0
00001;00000273;12
00001;гв000026;1392
00001;гв000028;1740
00001;гв000027;1392
00001;гв000029;600
00001;ба9287;14.995
00001;ба96637;60
00001;ба9286;105
00001;ба98708;240
00001;а9192;0
00001;ба8686;0
00001;ба8687;0
00001;ба8688;0
00001;а9197;0
00001;ба8689;0
00001;ба8690;0
00001;а9198;0
00001;646454;1150
00006;646454;0
00001;564684;0
00001;521544;1100
00001;ба97335;0
00001;65432154;1050
00001;46018846;0
00001;ба97408;50
00001;46018840;50
00001;гв000036;0
00001;123456;0
00001;00000248;1100
00001;00000266;0
00001;ба98707;0
00001;ба98706;700
00001;00000246;0
00001;182038;0
00001;00000245;500
00001;00000249;0
00001;00000264;0
00001;гв000031;60
00006;гв000031;0
00001;гв000030;0
00001;гв000033;2496
00006;гв000033;0
00001;гв000032;6
00001;а8456;0
00001;а8454;0
00001;а8458;0
00001;а8459;0
00001;а8455;0
00001;гв000022;18000.01
00006;гв000022;94815
00001;гв000023;14249.99
00006;гв000023;47985
00001;182061;0
00001;186193;0
00001;ба99781;704
00006;ба99781;3096
00001;ба9211;0
00001;ба99759;252
00006;ба99759;359
00001;ба97701;0
00001;182070*1;0
00001;ба9205;0
00001;ба99821;0
00006;ба99821;0
00001;21545241;1485
00006;21545241;2670
00001;ба99805;250
00006;ба99805;0
00001;ба8671;0
00001;00000116;0
00001;ба99087;0
00001;ба8660;0
00001;в361;378
00006;в361;768
00001;ба96362;0
00001;ба96334;0
00001;ба98887;0
00001;ба99751;261
00006;ба99751;32
00001;186172;0
00001;Т9058;0
00001;ба9191;0
00001;ба99770;75
00006;ба99770;0
00001;а9230;88
00001;а9231;91
00001;а9232;17
00001;а9233;96
00001;а9234;16
00001;а9235;88
00001;а9236;0
00001;а9237;83
00001;182006*;0
00001;182006;0
00001;182008;80
00001;182008*;0
00001;182008**;0
00001;190445;0
00001;00000555;0
00001;гв000040;0
00001;гв000041;0
00001;гв000147;0
00001;гв000042;0
00001;ба99572;0
00001;ба9586;0
00001;ба99694;212124
00006;ба99694;378000
00001;ба9238;0
00001;ба8811;0
00001;ба99098;0
00001;ба99094;1653
00006;ба99094;720
00001;ба99093;0
00001;ба9237;0
00001;ба9587;0
00001;ба99697;64470
00006;ба99697;111120
00001;ба8828;0
00001;04111;0
00001;ба9195;0
00001;ба99543;0
00001;ба9232;0
00001;ба99802;180
00006;ба99802;36
00001;ба9228;0
00001;ба99686;40
00006;ба99686;31
00001;186165;0
00001;ба99799;0
00001;ба99571;0
00001;ба96975;0
00001;ба96968;0
00001;ба96970;0
00001;ба96978;0
00001;ба96963;0
00001;ба96981;0
00001;ба99563;0
00001;ба8620;0
00001;186197;0
00001;00000054;0
00001;Т8158;0
00001;ба99096;0
00001;ба8653;0
00001;ба99664;0
00006;ба99664;0
00001;ба8726;0
00001;ба99545;0
00001;ба8834;0
00001;ба99727;66
00006;ба99727;264
