IBLOCK_ID;NAME;CODE;XML_ID;SECTION_XML_ID;SORT;ARTICLE;BASE_UNIT;OBEMJASCHIKA;VODNOMMESTE;MESTSHTUK;KOLICHESTVOZALPOV;KALIBR;VREMJARABOTY;BREND;SHTRIHKODSAJT;KOLVOOPT;VYSOTAPOLETA;POLNNAIMENOVANIESAJT;DETAIL_TEXT;RASPRODAZHA;NOVINKA;KOLICHESTVOVPERVOMRAZRJADE;KOLICHESTVOVOVTOROMRAZRJADE;NAIMENOVANIEPERVOGORAZRJADA;NAIMENOVANIEVTOROGORAZRJADA;KOLICHESTVOVTRETEMRAZRJADE;NAIMENOVANIETRETEGORAZRJADA;MINIMALNAJATORGEDINICAVOPTENAIMENOVANIE;MINIMALNAJATORGEDINICAVROZNICENAIMENOVANIE;VESMINTORG;OBEMMINTORG;HITPRODAZH;NEOTOBRAZHATNASAJTE;SHIRINASAJTROZNICA;VYSOTASAJTROZNICA;DLINASAJTROZNICA;SHIRINASAJTROZNICANAIMENOVANIE;VYSOTASAJTROZNICANAIMENOVANIE;DLINASAJTROZNICANAIMENOVANIE;DIAMETRSAJTROZNICANAIMENOVANIE;TOLSCHINASAJTROZNICA;TOLSCHINASAJTROZNICANAIMENOVANIE;ROZNICHNYJVES;ROZNICHNYJOBEM;NAIMENOVANIEVES;NAIMENOVANIEOBEM;DIAMETRSAJTROZNICA;ROZNICAAKCIJA;NOVINKIROZNICA;HITYPRODAZHROZNICA;SHIRINASAJTOPT;VYSOTASAJTOPT;DLINASAJTOPT;SHIRINASAJTOPTNAIMENOVANIE;VYSOTASAJTOPTNAIMENOVANIE;DLINASAJTOPTNAIMENOVANIE;TOLSCHINASAJTOPT;TOLSCHINASAJTOPTNAIMENOVANIE;OPTVES;OPTOBEM;NAIMENOVANIEVESOPT;NAIMENOVANIEOBEMOPT;DIAMETRSAJTOPT;DIAMETRSAJTOPTNAIMENOVANIE;PROCENTSKIDKI;PROF
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар 3 25/10/20;korsar_3_251020;СР99692;СР99675;СР99692;А1130;796;0.0322;0;0;20;0;0;Легенда;4650099540176;20;0;Петарды корсар 3;Хлопок.;0;0;20;10;упаковка;блок;25;коробка;блок;упаковка;0.8;0.0013;1;1;0;5.5;7.5;;см;см;;2;см;39;0.000083;гр;м3;0;0;0;0;8;4.5;29.5;см;см;см;0;;390;0.001062;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар 4  8/24/12;korsar_4__82412;СР9354;СР8798;СР9354;А1140---;796;0.037;0;0;0;0;0;Легенда;4650099540237;0;0;Корсар 4;Громкий хлопок.;1;0;12;24;упаковка;блок;8;коробка;блок;упаковка;2.63;0.0052;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар 4  8/24/12;korsar_4__82412;СР99699;СР99675;СР99699;А1140;796;0.0414;0;0;12;0;0;Легенда;4650099540237;12;0;Петарды корсар 4;Громкий хлопок.;0;0;12;24;упаковка;блок;8;коробка;блок;упаковка;2.63;0.0052;1;1;0;7.5;15;;см;см;;1.3;см;113;0.000146;гр;м3;0;0;0;1;16.5;15.5;15.5;см;см;см;0;;2712;0.006324;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар 4 16/12/12;korsar_4_161212;186185;СР8798;186185;А1140*---;796;0.042;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар 6  2/50/6;korsar_6__2506;СР99582;СР8860;СР99582;К0601;778;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар 6 1/100/6;korsar_6_11006;186186;СР8798;186186;А1200*---;796;0.041;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар 6 1/50/6;korsar_6_1506;СР9589;СР8798;СР9589;А1200---;796;0.014;50;0;0;0;0;Легенда;4650099540268;0;0;Корсар 6;Очень громкий хлопок.;1;0;1;6;штука;упаковка;50;блок;упаковка;штука;0.34;0.0003;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар 6 1/50/6;korsar_6_1506;СР99700;СР99675;СР99700;А1200;796;0.0321;50;0;6;0;0;Легенда;4650099540268;6;0;Корсар 6;Очень громкий хлопок.;0;0;1;6;штука;упаковка;50;коробка;упаковка;упаковка;0.34;0.0003;1;1;0;0;0;;;;;0;;0;0;;;0;0;0;0;8;2;13;см;см;см;0;;160;0.00026;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар 8 1/50/6;korsar_8_1506;СР9210;СР8798;СР9210;А1300---;796;0.036;0;0;0;0;0;Легенда;4650099540282;0;0;Корсар 8;Супер громкий хлопок.;1;0;1;6;штука;упаковка;50;блок;упаковка;штука;0.35;0.0006;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар 8 1/50/6;korsar_8_1506;СР99701;СР99675;СР99701;А1300;796;0.036;0;0;6;0;0;Легенда;4650099540282;6;0;Корсар 8;Супер громкий хлопок.;0;0;1;6;штука;упаковка;50;коробка;упаковка;упаковка;0.35;0.0006;1;1;0;9.5;18.5;;см;см;;3;см;391;0.000527;гр;м3;0;0;0;1;9.5;3;18;см;см;см;0;;391;0.001053;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар2 35/10/20;korsar2_351020;СР8904;СР8860;СР8904;К0201;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар2 50/10/20;korsar2_501020;К0202;СР8860;К0202;К0202;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар3 25/10/20;korsar3_251020;СР98904;СР8860;СР98904;К0301;796;0.034;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Корсар3 25/20/10;korsar3_252010;К0203;СР8860;К0203;К0203;796;0.034;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Космос 1/24/6;kosmos_1246;Р8413;Р8791;Р8413;Р2461;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Космос 1/72/6;kosmos_1726;182034;Р7685;182034;А2041---;796;0.0542;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Кот в сапогах (1,25"х36)1/4/1;kot_v_sapogah__125h36_141;СР8833;Р8632;СР8833;А7409---;796;0.0599;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Краски лета (1"х16) 1/12/1;kraski_leta__1h16__1121;СР9565;Р8632;СР9565;А7115---;796;0.049;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Красная площадь (0,8"х150) 1/2/1;krasnaja_ploschad__08h150__121;01103;СР9380;01103;01103;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Красная шапочка (0,8"х25) 1/18/1;krasnaja_shapochka__08h25__1181;186169;Р8632;186169;А7026---;796;0.0448;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Красное море (1,25"х96) 1/1/1Веер;krasnoe_more__125h96__111veer;В8092;Р8632;В8092;А7941---;796;0.0612;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Красный цветок (1,25"х8) 1/30/1;krasnyj_cvetok__125h8__1301;Т372;СР9243;Т372;М5050;796;0.048;0;0;8;1.2;40;Галактика;4650099542552;560;30;Римская свеча Красный цветок;Красно-синий пион с зеленым мерцанием. Опадающая корона с белым мерцанием. Разноцветный кокос плюс разноцветный пион. Красный кокос с трещащей хризантемой.;0;0;1;1;штука;упаковка;30;коробка;штука;штука;0.65;0.0015;0;1;0;0;88;;;см;см;0;;610;0.003387;гр;м3;3.5;0;0;0;0;0;88;;;см;0;;610;0.003387;;м3;3.5;см;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Кремлёвская ёлка (1,25"х25) 1/4/1;kremljovskaja_jolka__125h25__141;СР99670;СР99676;СР99670;А7312;796;0.038;0;0;25;1.25;50;Легенда;4650099542095;2100;30;Батарея салютов Кремлёвская ёлка;Синие звезды раскрываются синими пионами в золотом мерцании, зеленые звезды раскрываются зелеными волнами в золотом трещащем мерцании 1000 хризантем, красные звезды раскрываются золотыми трещащими стрелами в красных звездах, золотые мерцающие кометы раскрываются трещащими парчовыми коронами в серебряном мерцании, зеленые звезды раскрываются пурпурно-зелеными георгинами с трещащим мерцанием, в финале одновременный залп нескольких зарядов.;0;0;1;1;штука;упаковка;4;коробка;штука;штука;3.15;0.009;0;1;17.5;22.5;17.5;см;см;см;;0;;3150;0.006891;гр;м3;0;0;0;0;17.5;22.5;17.5;см;см;см;0;;3150;0.006891;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Крибле-крабле-бумс (1,25"х100) 1/1/1;kriblekrablebums__125h100__111;Т347;Т371;Т347;М7620;796;0.04;0;0;100;1.25;65;Галактика;4650099542743;8200;30;Батарея салютов Крибле-крабле-бумс;Красные звезды и серебряные вертушки раскрываются красными хризантемами и трещащим эффектом тысячи хризантем, синие звезды раскрываются большими золотыми кокосами, в финале одновременный залп нескольких зарядов.;0;0;1;1;штука;упаковка;1;коробка;штука;штука;13.21;0.0298;1;1;34.5;25;34.5;см;см;см;;0;;1321;0.029756;гр;м3;0;0;0;1;34.5;25;34.5;см;см;см;34;см;13210;0.029756;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Кристал одинарный 1/1/20;kristal_odinarnyj_1120;В0045;00000004;В0045;0158;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Кубанские казаки (1,25"х49)1/2/1;kubanskie_kazaki__125h49_121;СР8795;Р8632;СР8795;А7516---;796;0.042;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Купидон (1,25"х19)1/8/1;kupidon__125h19_181;СР8827;Р8632;СР8827;А7228---;796;0.0768;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Кураж (0,8"х25) 1/18/1 (модуль);kurazh__08h25__1181__modul_;СР97700;Р8632;СР97700;А7029---;796;0.0537;0;0;25;0.8;35;Легенда;4650099541166;0;20;Батарея салютов Кураж;Красно-сине-зеленые пионы с белым мерцанием, пурпурно-желто-синие пионы с зеленым мерцанием, белое мерцание, переходящее в треск.;1;0;1;1;штука;упаковка;18;коробка;штука;штука;1.11;0.0025;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Кураж (0,8"х25) 1/18/1 (модуль);kurazh__08h25__1181__modul_;СР99777;СР99676;СР99777;А7029;796;0.045;0;0;25;0.8;35;Легенда;4650099541166;830;20;Батарея салютов Кураж;Красно-сине-зеленые пионы с белым мерцанием, пурпурно-желто-синие пионы с зеленым мерцанием, белое мерцание, переходящее в треск.;0;0;1;1;штука;упаковка;18;коробка;штука;штука;1.11;0.0025;0;1;11.6;12.5;14.3;см;см;см;;0;;1110;0.002074;гр;м3;0;0;0;0;11.6;12.5;14.3;см;см;см;0;;1110;0.002074;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Курочка Ряба (1,25"х19)1/8/1;kurochka_rjaba__125h19_181;СР8825;Р8632;СР8825;А7210---;796;0.0768;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Кутузов (1,75"х12) 1/6/1;kutuzov__175h12__161;СР99804;СР99803;СР99804;А6220;796;0.027;0;0;12;1.75;22;Легенда;4650099541005;1260;40;Фестивальные шары Кутузов;Красный пион, желтый пион, зеленый пион, белый пион, разноцветный пион, трещащее мерцание;0;0;1;1;штука;упаковка;6;коробка;штука;штука;0.9;0.0045;1;1;17;36;0;см;см;;;10;см;900;0.061;гр;м3;0;0;0;1;0;10;36;;см;см;17;см;900;0.00612;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Кутузов (1,75*х12) 1/6/1;kutuzov__175h12__161;СР8673;СР8669;СР8673;А6220---;796;0.044;0;0;12;1.75;22;Легенда;4650099541005;0;40;Фестивальные шары Кутузов;Красный пион, желтый пион, зеленый пион, белый пион, разноцветный пион, трещащее мерцание;1;0;1;1;штука;упаковка;6;коробка;штука;штука;0.9;0.0045;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Лебединое озеро (1,2"х48) 1/2/1 (модуль);lebedinoe_ozero__12h48__121__modul_;СР99672;СР99676;СР99672;А7426;796;0.03;0;0;48;1.25;65;Легенда;4650099542118;3850;30;Батарея салютов Лебединое озеро;Красные трещащие мерцающие стрелы с серебряным мерцанием, зеленые пионы в золотом мерцании, красные волны, переходящие в эффект трещащего мерцания, синие звезды с эффектом тысячи трещащих золотых хризантем, золотые короны в серебряном мерцании, в финале одновременный залп золотых комет раскрывается трещащей ивой в пурпурных жемчужинах.;0;0;1;1;штука;упаковка;2;коробка;штука;штука;6.4;0.0155;0;1;20.1;20;31.1;см;см;см;;0;;6400;0.012502;гр;м3;0;0;0;0;20.1;20;31.1;см;см;см;0;;6400;0.012502;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Лебединое озеро (1,25"х48) 1/2/1;lebedinoe_ozero__125h48__121;СР8835;Р8632;СР8835;А7426---;796;0.0388;0;0;48;1.25;65;Легенда;4650099542118;0;30;Батарея салютов Лебединое озеро;Красные трещащие мерцающие стрелы с серебряным мерцанием, зеленые пионы в золотом мерцании, красные волны, переходящие в эффект трещащего мерцания, синие звезды с эффектом тысячи трещащих золотых хризантем, золотые короны в серебряном мерцании, в финале одновременный залп золотых комет раскрывается трещащей ивой в пурпурных жемчужинах.;1;0;1;1;штука;упаковка;2;коробка;штука;штука;6.4;0.0155;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Легенда  (1,2"х100) 1/1/1;legenda___12h100__111;СР99673;СР99676;СР99673;А7601;796;0.041;0;0;100;1.25;120;Легенда;4650099542125;8600;30;Батарея салютов Легенда;Красные звезды раскрываются красными пионами в серебряном мерцании, зеленые звезды раскрываются золотыми мерцающими трещащими стрелами в зеленых жемчужинах, красные звезды раскрываются серебряными волнами в золотом мерцании, зеленые звезды раскрываются большими коронами с треском, красные звезды раскрываются коронами в серебряном мерцании, зеленые звезды раскрываются трещащими ивами с синими жемчужинами, красные звезды раскрываются пурпурными пионами в золотом мерцании, зеленые звезды раскрываются зелеными волнами в трещащем мерцании 1000 хризантем, красные звезды раскрываются красными хризантемами в трещащем мерцании 1000 хризантем, свистящие змейки, в финале одновременный залп красных звезд раскрывается шипящими золотыми стрелами с красными звездами.;0;0;1;1;штука;упаковка;1;коробка;штука;штука;11.5;0.036;0;1;36;25;36;см;см;см;;0;;11500;0.0324;гр;м3;0;0;0;0;36;25;36;см;см;см;0;;11500;0.0324;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Лед и Пламя  (1,25"х150) 1/1/1;led_i_plamja___125h150__111;Т346;Т371;Т346;М7640;796;0.059;0;0;150;1.25;100;Галактика;4650099542750;9999;30;Батарея салютов Лед и пламя;Красно-зеленые пионы в серебряных мерцающих стробах, золотые ивы с пестиком красных жемчужин, золотые пионы, переходящие в серебряное трещащее мерцание, золотые короны в зеленых пионах, в финале одновременный залп нескольких зарядов раскрывается красными мерцающими трещащими стрелами;0;0;1;1;штука;упаковка;1;коробка;штука;штука;19.3;0.059;1;1;34.5;25;52;см;см;см;;0;;19300;0.04485;гр;м3;0;0;0;0;34.5;25;52;см;см;см;34;см;19300;0.04485;;м3;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Ледяной огонь 1/24/4;ledjanoj_ogon_1244;04209;СР96369;04209;04209;796;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;;;0;;;;0;0;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Ледяные узоры (1"х9) 1/24/1;ledjanye_uzory__1h9__1241;182062;Р8632;182062;А7028---;796;0.044;0;0;9;1;13;Легенда;4650099541159;0;25;Батарея салютов Ледяные узоры;Красные звезды раскрываются серебряной вертушкой, переходящей в зеленые пионы, серебряные хризантемы и эффект тысячи хризантем.;1;0;1;1;штука;упаковка;24;коробка;штука;штука;0.83;0.002;0;0;0;0;0;;;;;0;;0;0;;;0;0;0;0;0;0;0;;;;0;;0;0;;;0;;0;0;
B658816D-ECD0-44A2-AC83-AFB566EEA983;Ледяные узоры (1"х9) 1/24/1;ledjanye_uzory__1h9__1241;СР99778;СР99676;СР99778;А7028;796;0.048;0;0;9;1;13;Легенда;4650099541159;530;25;Батарея салютов Ледяные узоры;Красные звезды раскрываются серебряной вертушкой, переходящей в зеленые пионы, серебряные хризантемы и эффект тысячи хризантем.;0;0;1;1;штука;упаковка;24;коробка;штука;штука;0.83;0.002;0;1;12;12;12;см;см;см;;0;;830;0.001728;гр;м3;0;0;0;0;12;12;12;см;см;см;0;;830;0.001728;;м3;0;;0;0;
